C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\center_2020_05_01_11_41_34_854.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\left_2020_05_01_11_41_34_854.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\right_2020_05_01_11_41_34_854.jpg, 0, 0, 0, 8.008981E-05
C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\center_2020_05_01_11_41_34_958.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\left_2020_05_01_11_41_34_958.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\right_2020_05_01_11_41_34_958.jpg, 0, 0, 0, 7.999188E-05
C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\center_2020_05_01_11_41_35_060.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\left_2020_05_01_11_41_35_060.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\right_2020_05_01_11_41_35_060.jpg, 0, 0, 0, 8.017563E-05
C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\center_2020_05_01_11_41_35_166.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\left_2020_05_01_11_41_35_166.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\right_2020_05_01_11_41_35_166.jpg, 0, 0, 0, 7.991825E-05
C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\center_2020_05_01_11_41_35_268.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\left_2020_05_01_11_41_35_268.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\right_2020_05_01_11_41_35_268.jpg, 0, 0, 0, 8.092599E-05
C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\center_2020_05_01_11_41_35_371.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\left_2020_05_01_11_41_35_371.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\right_2020_05_01_11_41_35_371.jpg, 0, 0, 0, 8.013246E-05
C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\center_2020_05_01_11_41_35_471.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\left_2020_05_01_11_41_35_471.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\right_2020_05_01_11_41_35_471.jpg, 0, 0, 0, 8.123156E-05
C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\center_2020_05_01_11_41_35_573.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\left_2020_05_01_11_41_35_573.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\right_2020_05_01_11_41_35_573.jpg, 0, 0, 0, 8.000537E-05
C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\center_2020_05_01_11_41_35_674.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\left_2020_05_01_11_41_35_674.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\right_2020_05_01_11_41_35_674.jpg, 0, 0, 0, 8.181394E-05
C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\center_2020_05_01_11_41_35_777.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\left_2020_05_01_11_41_35_777.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\right_2020_05_01_11_41_35_777.jpg, 0, 0.2962317, 0, 0.2288967
C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\center_2020_05_01_11_41_35_880.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\left_2020_05_01_11_41_35_880.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\right_2020_05_01_11_41_35_880.jpg, 0, 0.5937707, 0, 0.7441667
C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\center_2020_05_01_11_41_35_984.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\left_2020_05_01_11_41_35_984.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\right_2020_05_01_11_41_35_984.jpg, 0, 0.907163, 0, 1.705022
C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\center_2020_05_01_11_41_36_085.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\left_2020_05_01_11_41_36_085.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\right_2020_05_01_11_41_36_085.jpg, 0, 1, 0, 2.908815
C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\center_2020_05_01_11_41_36_187.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\left_2020_05_01_11_41_36_187.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\right_2020_05_01_11_41_36_187.jpg, 0, 1, 0, 4.315035
C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\center_2020_05_01_11_41_36_290.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\left_2020_05_01_11_41_36_290.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\right_2020_05_01_11_41_36_290.jpg, 0, 1, 0, 5.477616
C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\center_2020_05_01_11_41_36_396.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\left_2020_05_01_11_41_36_396.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\right_2020_05_01_11_41_36_396.jpg, 0, 1, 0, 6.629052
C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\center_2020_05_01_11_41_36_508.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\left_2020_05_01_11_41_36_508.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\right_2020_05_01_11_41_36_508.jpg, 0, 1, 0, 7.996024
C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\center_2020_05_01_11_41_36_613.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\left_2020_05_01_11_41_36_613.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\right_2020_05_01_11_41_36_613.jpg, 0, 1, 0, 9.123008
C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\center_2020_05_01_11_41_36_714.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\left_2020_05_01_11_41_36_714.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\right_2020_05_01_11_41_36_714.jpg, 0, 1, 0, 10.23896
C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\center_2020_05_01_11_41_36_820.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\left_2020_05_01_11_41_36_820.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\right_2020_05_01_11_41_36_820.jpg, 0, 1, 0, 11.34391
C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\center_2020_05_01_11_41_36_924.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\left_2020_05_01_11_41_36_924.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\right_2020_05_01_11_41_36_924.jpg, 0, 1, 0, 12.47558
C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\center_2020_05_01_11_41_37_027.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\left_2020_05_01_11_41_37_027.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\right_2020_05_01_11_41_37_027.jpg, 0, 1, 0, 13.8098
C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\center_2020_05_01_11_41_37_127.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\left_2020_05_01_11_41_37_127.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\right_2020_05_01_11_41_37_127.jpg, 0, 1, 0, 14.62216
C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\center_2020_05_01_11_41_37_232.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\left_2020_05_01_11_41_37_232.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\right_2020_05_01_11_41_37_232.jpg, 0, 1, 0, 15.97421
C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\center_2020_05_01_11_41_37_336.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\left_2020_05_01_11_41_37_336.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\right_2020_05_01_11_41_37_336.jpg, 0, 1, 0, 16.79849
C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\center_2020_05_01_11_41_37_436.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\left_2020_05_01_11_41_37_436.jpg, C:\Users\RAHUL BHARGAV\Desktop\Data\IMG\right_2020_05_01_11_41_37_436.jpg, -0.2857425, 1, 0, 18.01339
